skill,domain,difficulty,question_text_latex,source_directory
Systems of two linear equations in two variables,Algebra,Medium,"$y = 2x - 8$
$3x + 2y = 12$

The solution to the given system of equations is $(x, y)$. What is the value of $x$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$3x + 4y = -6$
$5x + 3y = 1$

The solution to the given system of equations is $(x, y)$. What is the value of $y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$4x - y = 13$
$2x + 3y = 17$

The solution to the given system is $(x, y)$. What is the value of $x + y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$4x + ay = 10$
$2x + 3y = 5$

In the given system of equations, $a$ is a constant. If the system has infinitely many solutions, what is the value of $a$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$2x + 3y = 5$
$3x - 4y = 16$

The solution to the given system of equations is $(x, y)$. What is the value of $y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$y = \rac{1}{2}x + 3$
$3x - 4y = 8$

The solution to the given system of equations is $(x, y)$. What is the value of $x$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"A group of 15 people visited a museum. Tickets for adults cost $10 each, and tickets for children cost $6 each. If the total cost for the group's tickets was $110, how many children were in the group?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$5x - 3y = 9$
$cx + 6y = 10$

In the given system of equations, $c$ is a constant. For what value of $c$ does the system have no solution?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$x + y = 4$
$x - y = 2$

The solution to the given system of equations is $(x, y)$. What is the value of $2x + y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$4x - y = 5$
$x + 2y = 8$

The solution to the given system of equations is $(x, y)$. What is the value of $y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$3x - 2y = 7$
$-12x + by = -28$

In the given system of equations, $b$ is a constant. If the system has infinitely many solutions, what is the value of $b$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"In the $xy$-plane, the graph of $y = -3x + 5$ intersects the graph of $y = 2x - 10$ at the point $(x, y)$. What is the value of $y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$2x + y = 7$
$x - 3y = 7$

The solution to the given system is $(x, y)$. What is the value of $x+y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$\rac{x}{4} + \rac{y}{2} = 3$
$x - 2y = 4$

The solution to the given system of equations is $(x, y)$. What is the value of $x$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$5x - 2y = 11$
$3x + 5y = 19$

The solution to the given system of equations is $(x, y)$. What is the value of $x$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$x = 3y - 7$
$2x + 3y = 1$

The solution to the given system of equations is $(x, y)$. What is the value of $y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"The length of a rectangle is 5 cm more than its width. If the perimeter of the rectangle is 58 cm, what is the area of the rectangle in square cm?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$y = \rac{2}{3}x - 1$
$ax - 6y = 12$

In the given system of equations, $a$ is a constant. For what value of $a$ does the system have no solution?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$7x + 2y = 13$
$x + y = 2$

The solution to the given system of equations is $(x, y)$. What is the value of the expression $6x + y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$2x - y = -1$
$x + 2y = 22$

The solution to the given system of equations is $(x, y)$. What is the value of $x$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$\rac{1}{3}x - \rac{1}{2}y = c$
$-2x + 3y = 6$

In the given system of equations, $c$ is a constant. If the system has infinitely many solutions, what is the value of $c$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"At a school play, student tickets cost $5 each and adult tickets cost $8 each. The total revenue from 150 tickets sold was $1080. How many student tickets were sold?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$x + 3y = 10$
$3x + y = 6$

The solution to the given system of equations is $(x, y)$. What is the value of $x + y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$2x + 3y = 4$
$3x - y = 17$

The solution to the given system of equations is $(x, y)$. What is the value of $x$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$2x + 3y = 27$ 
$4x - y = 19$

The solution to the given system of equations is $(x, y)$. What is the value of $x + y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$3x - ay = 9$
$2x + 5y = -1$

In the given system of equations, $a$ is a constant. For what value of $a$ does the system have no solution?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$ax + 9y = c$
$2x + 3y = 5$

In the given system of equations, $a$ and $c$ are constants. If the system has infinitely many solutions, what is the value of $c - a$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"A science experiment requires a 20% acid solution. A chemist has two stock solutions, one with 10% acid and another with 30% acid. She needs to make 500 mL of the 20% solution. How many milliliters of the 10% solution does she need?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$5x - 4y = -1$
$3x + 2y = 17$

The solution to the given system of equations is $(x, y)$. What is the value of $y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"Line $L$ passes through the points $(0, 5)$ and $(2, 1)$. Line $M$ is given by the equation $x + y = 6$. What is the x-coordinate of the intersection of lines $L$ and $M$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$4x + 3y = 2$
$2x - y = 6$

The solution to the given system of equations is $(x, y)$. What is the value of $8x + 3y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,The sum of a larger number and a smaller number is 30. Three times the larger number is 6 more than four times the smaller number. What is the larger number?,../psat
Systems of two linear equations in two variables,Algebra,Medium,"$\rac{x}{3} + \rac{y}{5} = 2$
$x - y = -2$

The solution to the given system of equations is $(x, y)$. What is the value of $y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$4x + 7y = 20$
$4x + 3y = 12$

The solution to the given system of equations is $(x, y)$. What is the value of $y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$5x + 3y = 21$\n$3x + 5y = 19$\n\nThe solution to the given system of equations is $(x, y)$. What is the value of $x + y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,A store sells pens and notebooks. Each pen costs \$2 and each notebook costs \$4. A customer purchased a total of 12 items for a combined cost of \$38. What was the total cost of the notebooks the customer purchased?,../psat
Systems of two linear equations in two variables,Algebra,Medium,"Line L has the equation $y = mx - 2$. Line P is represented by the equation $4x + 3y = 9$. If the system of linear equations for lines L and P has no solution, what is the value of $m$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$3x + 5y = 8$\n$x - 2y = 7$\n\nThe solution to the given system of equations is $(x, y)$. What is the value of $y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$3x - y = 13$\n$x + 3y = 11$\n\nThe solution to the given system of equations is $(x, y)$. What is the value of $x - 2y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"The sum of 5 times a first number and 8 times a second number is 26. The sum of 8 times the first number and 5 times the second number is 44. If the first number is $x$ and the second number is $y$, what is the value of $x-y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"A movie theater sells adult tickets for \$12.50 and child tickets for \$7.50. On a particular evening, 200 tickets were sold for a total revenue of \$2,200. How many adult tickets were sold?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$\rac{1}{4}x + ay = 3$\n$x + 8y = 12$\n\nIn the given system of equations, $a$ is a constant. For what value of $a$ does the system have infinitely many solutions?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$2x + 5y = 12$\n$x - y = 9$\n\nThe solution to the given system of equations is $(x, y)$. What is the value of the expression $3x + 4y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"In the $xy$-plane, line $L$ passes through the points $(-1, 8)$ and $(1, 4)$. Line $M$ passes through the points $(3, 1)$ and $(0, -2)$. The two lines intersect at the point $(a, b)$. What is the value of $a+b$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"A boat travels 60 miles downstream in 3 hours. The return trip upstream takes 5 hours. Let $b$ be the speed of the boat in still water and $c$ be the speed of the current, both in miles per hour. The situation can be modeled by the system of equations below.\n$3(b+c) = 60$\n$5(b-c) = 60$\nWhat is the speed of the boat in still water?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$3x - 2y = 5$\n$ax + 4y = 7$\n\nIn the given system of equations, $a$ is a constant. For what value of $a$ does the system have no solution?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$5x + 2y = 10$\n$2x + 5y = 4$\n\nThe solution to the given system of equations is $(x, y)$. What is the value of $x-y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$2x+y=13$\n$x+3y=-1$\n\nThe solution to the given system of equations is $(x, y)$. What is the value of $x$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"In the $xy$-plane, the graph of $y = 2x - 2$ intersects the graph of $x+y=7$ at the point $(a, b)$. What is the value of $b$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$4x - 3y = 23$\n$3x + 2y = -4$\n\nThe solution to the given system of equations is $(x, y)$. What is the value of $y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"Sarah invested a total of \$5000 in two different accounts. One account pays 4% simple interest and the other pays 6% simple interest. After one year, she earned a total of \$260 in interest. How much did she invest at 6%?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$ax - 2y = 8$\n$9x - 6y = 24$\n\nIn the given system of equations, $a$ is a constant. If the system has infinitely many solutions, what is the value of $a$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$2x+3y=14$\n$4x+6y=28$\n\nIf $(x, y)$ is a solution to the given system of equations, what is the value of $6x + 9y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$3x + 2y = 18$\n$x - y = 1$\n\nThe solution to the given system of equations is $(x, y)$. What is the value of the expression $x - 3y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$x - 4y = 13$
$3x + 2y = 11$

The solution to the given system of equations is $(x, y)$. What is the value of $y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"A person has 25 coins, all of which are dimes and quarters. The total value of the coins is $\$4.00. How many quarters does the person have?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$\rac{1}{2}x - \rac{1}{3}y = 2$
$3x - ky = 5$

In the given system of equations, $k$ is a constant. For what value of $k$ does the system have no solution?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$5x - 3y = 6$
$2x + 4y = 18$

The solution to the given system of equations is $(x, y)$. What is the value of $x+y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$ax + by = 10$
$3x + 4y = 5$

In the given system of equations, $a$ and $b$ are constants. If the system has infinitely many solutions, what is the value of $a+b$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$3x+4y=20$
$4x+3y=22$

The solution to the given system of equations is $(x, y)$. What is the value of $7x+7y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"The sum of the digits of a two-digit number is 9. If the digits are reversed, the new number is 45 less than the original number. What is the original number?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"In the $xy$-plane, the graph of the line with equation $y - 2 = 2(x - 1)$ intersects the graph of the line with equation $3x+2y = 21$ at the point $(x, y)$. What is the value of $y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"A blend of nuts contains peanuts costing $\$2.50 per pound and cashews costing $\$6.00 per pound. If a 10-pound blend is sold for a total of $\$42.50, how many pounds of peanuts are in the blend?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$2x - 5y = -19$
$3x + 2y = 0$

The solution to the given system of equations is $(x, y)$. What is the value of $x^2+y^2$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,Two cell phone plans offer different pricing. Plan A costs \$10 per month plus \$0.05 per text message. Plan B costs \$5 per month plus \$0.07 per text message. For what number of text messages is the monthly cost of both plans the same?,../psat
Systems of two linear equations in two variables,Algebra,Medium,"$y = \rac{2}{3}x - 4$ 
$ax - 3y = b$ 
In the given system of equations, $a$ and $b$ are constants. If the system has infinitely many solutions, what is the value of $a+b$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$5x - 2y = 4$ 
$2x + y = 10$ 
The solution to the given system of equations is $(x, y)$. What is the value of $x-y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$3x + y = 17$ 
$x - 4y = -3$ 
The solution to the given system of equations is $(x, y)$. What is the value of $x$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"In the $xy$-plane, line L passes through the points $(1, -1)$ and $(3, 3)$. Line M is given by the equation $3x + y = 9$. What is the y-coordinate of the intersection of lines L and M?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$ax + 3y = 7$ 
$4x + 6y = 9$ 
In the given system of equations, $a$ is a constant. For what value of $a$ does the system have no solution?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$4x + 5y = 23$ 
$5x + 4y = 22$ 
The solution to the given system of equations is $(x, y)$. What is the value of $x$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,A chemist needs to create 300 mL of a 25% alcohol solution by mixing a 15% alcohol solution and a 40% alcohol solution. How many milliliters of the 40% alcohol solution are needed?,../psat
Systems of two linear equations in two variables,Algebra,Medium,"$y = \rac{3}{2}x - 1$ 
$y = -\rac{1}{4}x + 6$ 
The solution to the given system of equations is $(x, y)$. What is the value of $x$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$4x + 3y = 27$ 
$5x - 2y = 5$ 
The solution to the given system of equations is $(x, y)$. What is the value of $x+y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$3x - 5y = -1$
$4x + 2y = 16$

The solution to the given system of equations is $(x, y)$. What is the value of $x - y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,A test has 30 questions. A student receives 4 points for each correct answer and loses 1 point for each incorrect answer. A student answered all questions and scored a total of 70 points. How many questions did the student answer correctly?,../psat
Systems of two linear equations in two variables,Algebra,Medium,"$y = \rac{a}{3}x + 2$
$\rac{1}{2}x - \rac{3}{4}y = 1$

In the given system of equations, $a$ is a constant. For what value of $a$ does the system have no solution?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$5x - 2y = 11$
$y - 5 = -3(x - 2)$

The solution to the given system of equations is $(x, y)$. What is the value of $x$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$3x - 12 = ay$
$9x - 6y = 36$

In the given system of equations, $a$ is a constant. If the system has infinitely many solutions, what is the value of $a$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$3x + 2y = 10$
$x - 3y = 7$

The solution to the given system of equations is $(x, y)$. What is the value of the expression $2x + y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"In an isosceles triangle, the measure of the vertex angle is 30 degrees larger than the measure of each of the base angles. What is the measure, in degrees, of the vertex angle?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"Two cars start 400 miles apart and drive towards each other on a highway. They meet in 4 hours. If they drive in the same direction, with the faster car starting behind the slower car, the faster car overtakes the slower one in 20 hours. What is the speed of the faster car in miles per hour?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$y = 3x - 5$
$6x - 2y = 10$
How many solutions does the given system of equations have?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$7x + 3y = 1$
$5x + 2y = 0$

The solution to the given system of equations is $(x, y)$. What is the value of $x$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$2x + 5y = -1$
$3x - 2y = 27$

The solution to the given system of equations is $(x, y)$. What is the value of $x$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"A rectangular garden has a perimeter of 100 feet. The length of the garden is 10 feet more than its width. What is the length of the garden, in feet?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$y = \rac{3}{4}x - 2$
$kx + 8y = 12$

In the given system of equations, $k$ is a constant. For what value of $k$ does the system have no solution?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$x - 2y = 1$
$\rac{1}{5}x + y = 3$

The solution to the given system of equations is $(x, y)$. What is the value of $x$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$4x - 3y = 10$
$3x - 4y = 4$

The solution to the given system of equations is $(x, y)$. What is the value of $x+y$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,Tickets for a concert were sold for $15 for floor seats and $10 for balcony seats. The theater sold a total of 500 tickets for a total revenue of $6000. How many floor seats were sold?,../psat
Systems of two linear equations in two variables,Algebra,Medium,"$ax - 5y = c$
$6x - 10y = 14$

In the given system of equations, $a$ and $c$ are constants. If the system has infinitely many solutions, what is the value of $a+c$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"Line $k$ passes through the points $(-1, -1)$ and $(1, 3)$. Line $m$ has the equation $y = -x + 4$. The lines intersect at point $(x, y)$. What is the value of the $y$-coordinate of the intersection point?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$x + 5y = -7$
$4x - y = 14$

The solution to the given system of equations is $(x, y)$. What is the value of $x$?",../psat
Systems of two linear equations in two variables,Algebra,Medium,"$2x + 9y = 35$
$9x + 2y = 42$

The solution to the given system of equations is $(x, y)$. What is the value of $x+y$?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"The scatterplot above shows the height, in centimeters, of a sunflower recorded each week after sprouting. A line of best fit for the data is also shown. According to the line of best fit, what is the predicted height of the sunflower 5 weeks after sprouting?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,The scatterplot above shows the number of ice cream cones sold at a shop and the daily high temperature for 10 different days. Which of the following statements best describes the relationship between the daily high temperature and the number of ice cream cones sold?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,The line graph above shows the value of a certain model of car over the first four years after it was purchased new. Between which of the following two consecutive years was the decrease in the car's value the greatest?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,The graph above shows a phone's battery percentage over several hours of continuous use. Approximately how much did the battery percentage decrease between hour 1 and hour 4 of use?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"The scatterplot above shows the relationship between two variables, x and y. Which of the following could be the equation for the line of best fit for the data shown?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"The scatterplot above shows the test scores of several students and the number of hours they spent studying. A line of best fit for the data is also shown. According to the line of best fit, what is the approximate test score for a student who studied for 3.5 hours?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,The line graph above shows the monthly profit for a new coffee shop during its first six months of operation. In which month was the profit the lowest?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,The scatterplot above shows a runner's average speed over different segments of a marathon. Which statement best describes the association shown in the scatterplot?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,A pot of water is heated on a stove. The graph above shows the temperature of the water at 2-minute intervals. During which of the following 2-minute intervals did the temperature of the water increase at the greatest average rate?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"A student is reading a 300-page book. The line graph above shows the number of pages remaining to be read at the end of each day for 5 days. According to the graph, how many pages were remaining at the end of Day 3?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"The line graph shows the estimated population of a town from 2010 to 2016. In which year was the estimated population of the town 12,000?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"A farmer recorded the crop yield from several fields and the amount of rainfall each received. The data are shown in the scatterplot above, along with a line of best fit. Which of the following statements best describes the relationship shown?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"The scatterplot above shows the cost of a taxi ride for various distances. A line of best fit is shown. Based on the line of best fit, what would be the estimated cost for a 5-mile ride?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,The line graph above shows the amount of fuel in a car's gas tank during a long trip. How many gallons of fuel were used between the start of the trip (0 miles) and the 200-mile mark?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,The scatterplot above shows the price of several laptops and their corresponding screen sizes. Which of the following could be an equation for the line of best fit for the data?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,The line graph shows the number of daily visitors to a website over one week. On which day did the website have the most visitors?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,The scatterplot above shows the relationship between air pressure and altitude. Which of the following statements best describes the association?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"The scatterplot above relates a home's daily heating cost to the average outside temperature. A line of best fit for the data is also shown. According to the line of best fit, what is the predicted daily heating cost when the average outside temperature is 20°F?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"The line graph shows a person's weight, in kilograms (kg), recorded on the first day of each month for five months. Between which two consecutive months was the amount of weight lost the greatest?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"The scatterplot above shows concert ticket prices based on the distance from the stage. The line of best fit is also shown. A new seat is located 25 meters from the stage. According to the line of best fit, which of the following is the best approximation of the ticket price for this seat?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,An experiment measures how much an elastic band stretches when different weights are attached to it. The results are shown in the scatterplot above. Which of the following statements best describes the relationship between the attached weight and the stretch of the band?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,The line graph above shows the progress of a file download. What percentage of the file was downloaded after 40 seconds?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"The graph above models a company's annual revenue, in millions of dollars, from 2015 to 2020. What was the approximate increase in revenue from 2016 to 2019?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,The scatterplot above shows the final grade for students based on the number of classes they missed. A line of best fit for the data is also shown. Which of the following equations could represent the line of best fit?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,The line graph above shows the depth of snow at a ski resort over a 6-hour period. What was the depth of the snow at the 3-hour mark?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,The line graph above shows the balance in a savings account at the end of each month for six months. What was the approximate balance in the account at the end of Month 4?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"The scatterplot above shows the relationship between exercise intensity, measured in watts, and a person's heart rate, in beats per minute (bpm). Which of the following statements best describes the association shown?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"A pizza is taken out of an oven and left to cool on a counter. The line graph above shows its temperature, in degrees Fahrenheit (\u00b0F), recorded every 5 minutes. During which of the following 5-minute intervals did the temperature of the pizza decrease at the greatest average rate?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"The scatterplot above shows the hours spent per week by students watching television and their grade point average (GPA). The line of best fit for the data is also shown. According to the line of best fit, what is the predicted GPA for a student who watches 10 hours of television per week?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,The scatterplot above relates the number of hours an employee has worked to the number of units they have produced. Which of the following could be an equation for the line of best fit for the data shown?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,A swimmer is practicing for a competition. The line graph above shows the time it took her to complete each of her first five laps. In which lap was her time the fastest?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"The line graph above shows the water level in a reservoir, in meters, on the first day of each month for a year. Approximately how much did the water level decrease from May 1 to September 1?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"The scatterplot above shows the age of a car, in years, and its market value, in thousands of dollars. Which of the following statements best describes the relationship shown in the scatterplot?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"The graph above shows the number of calories a person burns while walking on a treadmill. According to the graph, approximately how many minutes does it take to burn 150 calories?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,The line graph shows the height of a bean plant measured over a period of 10 days. Between which two consecutive days was the plant's growth the greatest?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,The scatterplot above shows data for the number of practice hours per week and the number of errors made during a performance for a group of musicians. A line of best fit for the data is also shown. What is the number of errors predicted by the line of best fit for a musician who practices 8 hours per week?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"A bathtub is being filled with water. The line graph shows the depth of the water at 1-minute intervals. What is the depth of the water, in centimeters (cm), after 4 minutes?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,The scatterplot above shows the relationship between wind speed and the amount of power generated by a windmill. Which statement best describes the association shown?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"A farmer is draining a water tank. The line graph above shows the volume of water remaining in the tank over time. According to the graph, what was the volume of water, in liters, remaining in the tank after 3 hours?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,The scatterplot above shows how the time it takes to mow a lawn relates to the size of the lawn. The line of best fit is also shown. Which of the following equations could represent the line of best fit?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"The line graph above shows the temperature in a city over a 12-hour period, starting at midnight. In which hour was the temperature the lowest?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"The scatterplot above shows the battery charge of a phone while it is charging. A line of best fit for the data is shown. According to the line of best fit, what is the approximate battery percentage after 60 minutes of charging?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,The line graph above shows the number of people in a grocery store at different times of the day. Between which of the following consecutive times was the increase in the number of people the greatest?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,A student tracks the number of unread emails in their inbox each morning. The data for one week is shown in the line graph above. On which day did the student have exactly 40 unread emails?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,The scatterplot above shows the relationship between the number of pages in a book and the time it took several people to read it. Which of the following statements best describes the association?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"A car is driven from a city into the countryside. The graph above shows the car's distance from the city at various times. According to the graph, how far was the car from the city after 1.5 hours?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"The scatterplot above shows the price of a movie ticket versus the year it was released. The line of best fit for the data is shown. According to the line of best fit, what is the predicted price for a movie ticket in the year 2010?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"A company's quarterly profits are shown in the line graph above. What was the total profit, in millions of dollars, for the entire year shown?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,The scatterplot above shows the relationship between the number of items a person correctly remembered in a memory test and the hours of sleep they had the night before. Which of the following equations could represent the line of best fit for the data?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Easy,"The line graph above shows the number of visitors at a museum, in hundreds, over a 5-day period. How many more visitors, in hundreds, were there on Friday than on Tuesday?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Hard,"A biologist is studying the growth of a certain species of bamboo. The scatterplot above shows the height, $h$, in centimeters, of a bamboo stalk over a period of time, $t$, in days. A researcher models the data with the equation $h = a(b)^t$. Which of the following equations best represents this model, and what is the approximate predicted height of the bamboo stalk at $t=10$ days?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Hard,"The scatterplot above shows the relationship between the number of hours a student spent studying for a final exam and their score on the exam. The line of best fit is given by the equation $S = 7.5h + 40$. One student, represented by the point P, studied for 6 hours. What is the difference between this student's actual score and the score predicted by the line of best fit?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Hard,"Two different financial plans are proposed for a startup's projected revenue. Plan A models the revenue, $R_A$, in thousands of dollars, as $R_A(t) = 50t + 100$, where $t$ is the number of years after launch. Plan B models the revenue, $R_B$, as $R_B(t) = 2t^2 + 20t + 250$. After how many years, $t$, will the revenue projected by Plan B first be more than double the revenue projected by Plan A?",../psat
